issue_date,target_time,virtual_next_day,forecast_load_kwh,forecast_pv_kwh,safety_margin_kwh,planned_purchase_kwh,planned_charge_kwh,planned_discharge_kwh,planned_unused_kwh,planned_soc_start_kwh,planned_soc_end_kwh
2025-12-29,2025-12-29 02:20:00,False,680.0496694444444,0.0,53.12576888888884,733.1754383333332,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 02:30:00,False,676.6964027777777,0.0,59.031223333333365,735.7276261111111,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 02:40:00,False,643.0865194444444,0.0,57.15192999999999,700.2384494444444,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 02:50:00,False,621.2480027777777,0.0,51.63466666666666,672.8826694444444,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:00:00,False,645.7770319444445,0.0,55.87187999999988,701.6489119444444,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:10:00,False,685.9909652777778,0.0,58.483251666666675,744.4742169444445,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:20:00,False,704.5403986111112,0.0,59.527614444444445,764.0680130555556,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:30:00,False,685.9075986111111,0.0,59.566253333333385,745.4738519444445,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:40:00,False,678.6972319444445,0.0,67.4721666666667,746.1693986111112,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 03:50:00,False,689.2670652777778,0.0,63.00633333333336,752.2733986111111,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:00:00,False,677.4980486111111,0.0,82.80842,760.3064686111111,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:10:00,False,651.3960652777777,0.0,74.92589500000003,726.3219602777776,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:20:00,False,647.2616319444444,0.0,78.8786666666667,726.1402986111111,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:30:00,False,690.769998611111,0.0,73.61127166666672,764.3812702777777,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:40:00,False,705.7177486111111,0.0,86.7072,792.4249486111112,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 04:50:00,False,691.6249652777777,0.0,81.7706666666667,773.3956319444444,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 05:00:00,False,710.5137833333333,0.00037142857142857143,86.4427033333333,796.9561152380952,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 05:10:00,False,736.5077333333334,0.0,74.50078666666664,811.00852,0.0,0.0,0.0,9300.0,9300.0
2025-12-29,2025-12-29 05:20:00,False,707.56485,0.0,70.02033333333338,1610.9185166666666,833.3333333333333,0.0,0.0,9300.0,10050.0
2025-12-29,2025-12-29 05:30:00,False,641.3122166666667,0.005192857142857143,68.17382888888888,1542.814186031746,833.3333333333333,0.0,0.0,10050.0,10800.0
