date,interval,timestamp,purchase_kwh,adjusted_purchase_kwh,load_kwh,pv_kwh,price_yuan_per_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh
2025-02-01,0,2025-02-01 00:00:00,1315.9473583333336,1315.9473583333336,422.0303666666667,0.0,0.4248,833.3333333333333,0.0,0.0,60.58365833333369,1200.0,1950.0
2025-02-01,1,2025-02-01 00:10:00,1332.7277666666664,1332.7277666666664,415.4073166666667,0.0,0.4245,833.3333333333333,0.0,0.0,83.98711666666645,1950.0,2700.0
2025-02-01,2,2025-02-01 00:20:00,1339.8474999999999,1339.8474999999999,410.7166666666667,0.0,0.4269,833.3333333333333,0.0,0.0,95.7974999999999,2700.0,3450.0
2025-02-01,3,2025-02-01 00:30:00,1353.8832583333333,1353.8832583333333,430.29479999999995,0.0,0.4272,833.3333333333333,0.0,0.0,90.25512500000013,3450.0,4200.0
2025-02-01,4,2025-02-01 00:40:00,1371.232566666667,1371.232566666667,424.4105833333333,0.0,0.4271,833.3333333333333,0.0,0.0,113.48865000000046,4200.0,4950.0
2025-02-01,5,2025-02-01 00:50:00,1359.8533333333328,1359.8533333333328,406.0516666666667,0.0,0.4285,833.3333333333333,0.0,0.0,120.4683333333328,4950.0,5700.0
2025-02-01,6,2025-02-01 01:00:00,1195.828266666669,1195.828266666669,436.7501833333333,0.0,0.4311,759.0780833333358,0.0,2.2737367544323206e-13,0.0,5700.0,6383.170275000002
2025-02-01,7,2025-02-01 01:10:00,1390.438108333333,1390.438108333333,451.7976833333333,0.0,0.4302,833.3333333333333,0.0,0.0,105.30709166666657,6383.170275000002,7133.170275000002
2025-02-01,8,2025-02-01 01:20:00,1358.6975,1358.6975,446.08,0.0,0.4279,833.3333333333333,0.0,0.0,79.2841666666668,7133.170275000002,7883.170275000002
2025-02-01,9,2025-02-01 01:30:00,531.2846583333334,531.2846583333334,471.7663333333333,0.0,0.4312,59.518325000000104,0.0,4.263256414560601e-14,0.0,7883.170275000002,7936.736767500002
2025-02-01,10,2025-02-01 01:40:00,517.8182416666666,517.8182416666666,448.02596666666665,0.0,0.4333,69.79227499999979,0.0,0.0,1.7053025658242404e-13,7936.736767500002,7999.549815000002
2025-02-01,11,2025-02-01 01:50:00,1399.2925,1399.2925,397.40333333333336,0.0,0.4311,833.3333333333333,0.0,0.0,168.55583333333334,7999.549815000002,8749.549815000002
2025-02-01,12,2025-02-01 02:00:00,1360.0340916666667,1360.0340916666667,434.0906333333333,0.0,0.4293,833.3333333333333,0.0,0.0,92.61012500000015,8749.549815000002,9499.549815000002
2025-02-01,13,2025-02-01 02:10:00,517.505325,517.505325,490.5609166666666,0.0,0.4324,26.944408333333236,0.0,0.0,1.0658141036401503e-13,9499.549815000002,9523.799782500002
2025-02-01,14,2025-02-01 02:20:00,526.4441666666665,526.4441666666665,503.22,0.0,0.4367,23.22416666666565,0.0,0.0,8.704148513061227e-13,9523.799782500002,9544.701532500001
2025-02-01,15,2025-02-01 02:30:00,510.6483666666667,510.6483666666667,474.0728166666667,0.0,0.4348,36.575549999999765,0.0,0.0,1.9895196601282805e-13,9544.701532500001,9577.619527500001
2025-02-01,16,2025-02-01 02:40:00,528.0237333333334,528.0237333333334,461.38439999999997,0.0,0.4335,66.63933333333262,0.0,0.0,8.526512829121202e-13,9577.619527500001,9637.5949275
2025-02-01,17,2025-02-01 02:50:00,545.1875,545.1875,476.94166666666666,0.0,0.4357,68.24583333333268,0.0,0.0,6.536993168992922e-13,9637.5949275,9699.0161775
2025-02-01,18,2025-02-01 03:00:00,540.8829916666666,540.8829916666666,483.39955000000003,0.0,0.4374,57.483441666665584,0.0,0.0,9.947598300641403e-13,9699.0161775,9750.751274999999
2025-02-01,19,2025-02-01 03:10:00,534.7263666666666,534.7263666666666,486.6019166666667,0.0,0.4371,48.12444999999975,0.0,0.0,2.2026824808563106e-13,9750.751274999999,9794.063279999998
2025-02-01,20,2025-02-01 03:20:00,543.9658333333334,543.9658333333334,498.84833333333336,0.0,0.4356,45.117500000000696,0.0,6.323830348264892e-13,0.0,9794.063279999998,9834.66903
2025-02-01,21,2025-02-01 03:30:00,524.7456083333333,524.7456083333333,518.3097333333334,0.0,0.4353,6.435875000000427,0.0,5.302425165609748e-13,0.0,9834.66903,9840.4613175
2025-02-01,22,2025-02-01 03:40:00,541.2369416666667,541.2369416666667,509.13346666666666,0.0,0.436,32.103474999999484,0.0,0.0,5.186961971048731e-13,9840.4613175,9869.354444999999
2025-02-01,23,2025-02-01 03:50:00,558.875,558.875,483.6166666666666,0.0,0.4378,75.25833333333341,0.0,2.842170943040401e-14,0.0,9869.354444999999,9937.086945
2025-02-01,24,2025-02-01 04:00:00,545.9538749999999,545.9538749999999,491.1868,0.0,0.4401,54.76707499999975,0.0,0.0,1.7053025658242404e-13,9937.086945,9986.377312499999
2025-02-01,25,2025-02-01 04:10:00,539.2541416666667,539.2541416666667,504.64528333333334,0.0,0.4389,15.13631944444569,0.0,0.0,19.47253888888764,9986.377312499999,10000.0
2025-02-01,26,2025-02-01 04:20:00,560.2125,560.2125,505.5783333333333,0.0,0.4364,0.0,0.0,0.0,54.63416666666666,10000.0,10000.0
2025-02-01,27,2025-02-01 04:30:00,565.779,565.779,503.2309666666667,0.0,0.4393,0.0,0.0,0.0,62.54803333333331,10000.0,10000.0
2025-02-01,28,2025-02-01 04:40:00,576.8102249999998,576.8102249999998,502.84698333333336,0.00023333333333333333,0.4422,0.0,0.0,0.0,73.96347499999979,10000.0,10000.0
2025-02-01,29,2025-02-01 04:50:00,566.9600000000002,566.9600000000002,499.64166666666665,0.0,0.4395,0.0,0.0,0.0,67.3183333333335,10000.0,10000.0
2025-02-01,30,2025-02-01 05:00:00,573.8300916666667,573.8300916666667,488.78358333333335,0.0,0.4333,0.0,0.0,0.0,85.04650833333335,10000.0,10000.0
2025-02-01,31,2025-02-01 05:10:00,601.1648083333332,601.1648083333332,498.51875,0.003316666666666667,0.4439,0.0,0.0,0.0,102.6493749999999,10000.0,10000.0
2025-02-01,32,2025-02-01 05:20:00,1437.9158333333332,1437.9158333333332,529.2233333333334,0.0,0.4301,111.11111111111111,0.0,0.0,797.5813888888888,10000.0,10100.0
2025-02-01,33,2025-02-01 05:30:00,1447.4050749999997,1447.4050749999997,547.4103166666666,0.0,0.3713,777.7777777777777,0.0,0.0,122.21698055555532,10100.0,10800.0
2025-02-01,34,2025-02-01 05:40:00,569.7530083333332,569.7530083333332,531.2274,0.04623333333333333,0.5708,0.0,0.0,0.0,38.571841666666614,10800.0,10800.0
2025-02-01,35,2025-02-01 05:50:00,0.0,0.0,510.98333333333335,0.0,0.9099,0.0,510.98333333333323,1.1368683772161603e-13,0.0,10800.0,10232.24074074074
2025-02-01,36,2025-02-01 06:00:00,0.0,0.0,535.1871833333333,0.0,0.9368,0.0,535.1871833333333,0.0,0.0,10232.24074074074,9637.588314814815
