date,evaluation,start_soc_kwh,end_soc_kwh,solver_status,planner_fallback,solver_gap,solver_objective,terminal_penalty_yuan,solve_seconds,purchase_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,plan_cost_yuan,emergency_cost_yuan,dispatch_fallback,total_cost_yuan
2025-01-22,False,1356.0264629629646,1200.0,Optimal,False,0.0,58689.887260482035,1980.2666666666667,0.0315277000045171,89218.44268168724,22436.517031687235,18314.002612333334,4654.844654333333,852.0085500000032,56709.62059381537,21627.893269369582,0,78337.51386318495
2025-01-23,False,1200.0,1200.0,Optimal,False,3.248895712006735e-05,61740.44054470333,1980.2666666666667,0.01953999999386724,93745.27333333333,24389.31870864197,19755.348154,1168.487596000002,713.8647746913598,59760.173878036665,5066.727478587678,0,64826.901356624345
2025-01-24,False,1200.0,1200.0,Optimal,False,0.0,26909.318330800434,1980.2666666666667,0.038001799999619834,48145.11098415638,20707.759444444444,16773.28515,502.15714999999926,4883.380689711936,24929.051664133767,1686.5959894999985,0,26615.647653633765
2025-01-25,False,1200.0,1217.6754074074067,Optimal,False,0.0,25318.78625800433,1980.2666666666667,0.03808490000665188,44746.340527738685,20833.263143415636,16859.0352795,392.4264703333315,2724.963667489714,23338.519591337663,1437.8861131313224,0,24776.405704468983
2025-01-26,False,1217.6754074074067,1200.0,Optimal,False,0.00048561548092576504,57956.67112401685,1980.2666666666667,0.01937789999647066,88586.14152510288,22309.425375102877,18086.542420499998,4031.2819128333354,695.5504500000008,55976.40445735018,18071.806624021006,0,74048.21108137119
2025-01-27,False,1200.0,1200.0,Optimal,False,5.903927626055586e-06,60527.55283999333,1980.2666666666667,0.019559099993784912,92597.94086666666,23360.48816872428,18921.99541666667,728.2221166666641,4692.753447942382,58547.28617332666,2141.542432033326,0,60688.82860535999
2025-01-28,False,1200.0,1200.0,Optimal,False,0.0,57854.27622056963,1980.2666666666667,0.019616599995060824,89005.82283497942,23901.363168312753,19360.104166333334,3485.630867,969.795333333335,55874.009553902964,15808.88431202133,0,71682.8938659243
2025-01-29,False,1200.0,1445.9286481481479,Optimal,False,1.160920085904998e-05,60191.74344131666,1980.2666666666667,0.0198275000002468,91881.71031666666,22096.069691358025,17676.480666666666,237.64303333333385,6314.563275308641,58211.47677465,794.5295643750035,0,59006.00633902501
2025-01-30,False,1445.9286481481479,1200.0,Optimal,False,0.0,56189.58378258191,1980.2666666666667,0.058654299995396286,86568.1783255144,23360.439942181067,19143.2921365,2744.8446301666677,1353.2923666666693,54209.31711591525,13004.558747204508,0,67213.87586311976
2025-01-31,False,1200.0,1200.0,Optimal,False,0.0,23652.194073505187,1980.2666666666667,0.04495509999105707,42041.64792962964,19899.855374897124,16118.882853666673,1382.9028796666607,879.2552380658431,21671.92740683852,6481.919458076126,0,28153.846864914645
2025-02-01,True,1200.0,1504.7732777777753,Optimal,False,0.0,24320.127767603888,1980.2666666666667,0.04545190000499133,43317.89752777778,19448.509719958845,15478.996923166666,334.5147601666705,5304.723557818937,22339.86110093722,1532.0992702968538,0,23871.960371234076
2025-02-02,True,1504.7732777777753,1392.9605185185171,Optimal,False,0.0,58027.772394818516,1980.2666666666667,0.019369899993762374,88827.29267325102,22184.860720164612,18070.36866666667,139.45188333333294,6495.974553086419,56047.50572815185,449.1387231833315,0,56496.64445133518
2025-02-03,True,1392.9605185185171,1300.310907407408,Optimal,False,3.311982811465334e-06,56368.31264467963,1980.2666666666667,0.02010840000002645,86638.85495720165,22341.501101646096,18180.000542333335,955.1565910000013,3215.594488888882,54388.04597801296,4292.587862399006,0,58680.63384041197
2025-02-04,True,1300.310907407408,1327.1050370370374,Optimal,False,1.4498468740208996e-06,57564.49232358018,1980.2666666666667,0.01986659999238327,88558.30186954731,23569.757579629622,19067.388922833332,703.8918605000008,3564.961123251029,55584.22565691351,3551.4007890688376,0,59135.62644598235
2025-02-05,True,1327.1050370370374,1200.0,Optimal,False,0.0,58552.733470239255,1980.2666666666667,0.020097799992072396,89619.31548106995,23048.117386831273,18783.369616666667,258.7324666666679,4864.873194238682,56572.46680357259,1263.3142449166733,0,57835.78104848926
2025-02-06,True,1200.0,1367.672092592594,Optimal,False,0.0001690468906762589,58355.169436628334,1980.2666666666667,0.02006470000196714,89328.3925,22128.702386831268,17773.344049999996,258.3346500000003,4960.3115965020625,56374.90276996167,1167.3415622833334,0,57542.244332245005
2025-02-07,True,1367.672092592594,1205.2617962962972,Optimal,False,0.0,23494.361950008373,1980.2666666666667,0.05591840000124648,41755.970307407406,19620.871481481478,16039.075166666666,155.72243333333324,6524.21675925926,21514.095283341707,735.2038401999993,0,22249.299123541707
2025-02-08,True,1205.2617962962972,1200.0,Optimal,False,0.0,21413.62113568574,1980.2666666666667,0.07696369999030139,37686.14648374485,16699.876535185183,13531.635610166666,2262.5878398333352,5203.330681893003,19433.354469019072,12753.925150686095,0,32187.279619705165
2025-02-09,True,1200.0,1200.0,Optimal,False,0.0,53112.374059070244,1980.2666666666667,0.03687779999745544,82116.64629780246,22552.704399794235,18267.69056383333,2754.8123075000058,1031.0288026748988,51132.10739240357,12403.441908838611,0,63535.54930124219
2025-02-10,True,1200.0,1200.0,Optimal,False,0.0,55168.818315528886,1980.2666666666667,0.033888599995407276,85229.01331049383,21254.88586419753,17216.45755,536.3151666666663,7400.2625796296325,53188.55164886222,1776.0592298249958,0,54964.61087868722
2025-02-11,True,1200.0,1200.0,Optimal,False,0.0009238546062081069,50766.68195096167,1980.2666666666667,0.020278399999369867,78894.95243333334,22775.80283600823,18448.400297166667,1872.4653028333335,1219.4180639917668,48786.415284295,8898.615002094495,0,57685.03028638949
2025-02-12,True,1200.0,1200.0,Optimal,False,0.0,51720.907365388346,1980.2666666666667,0.033760499994968995,80216.04712316666,22505.204813168726,18229.215898666665,1416.0382281666691,2089.360303497939,49740.64069872168,6178.389690228182,0,55919.03038894987
2025-02-13,True,1200.0,1200.0,Optimal,False,0.000366852657252988,52138.484518615,1980.2666666666667,0.019303900000522844,80582.24553333333,20704.96119547325,16771.01856833333,559.5123816666688,5878.336271193416,50158.217851948335,2204.5752539841774,0,52362.79310593251
2025-02-14,True,1200.0,1237.5416481481486,Optimal,False,0.0,20153.802696812494,1980.2666666666667,0.03793969999242108,35191.43485102881,17249.53873436214,13938.3388915,1646.51694183333,3724.950133333334,18173.536030145828,8044.603632122316,0,26218.139662268142
2025-02-15,True,1237.5416481481486,1200.0,Optimal,False,0.0,20247.840678225002,1980.2666666666667,0.06432759999006521,35192.12803106996,17683.304834567898,14357.264399333331,1074.4975506666672,3660.49404650206,18267.574011558336,3942.7671085400048,0,22210.34112009834
2025-02-16,True,1200.0,1200.0,Optimal,False,0.0,50814.03789797494,1980.2666666666667,0.03159830000367947,79206.17255864198,22567.364404732507,18279.565167833334,1880.0536654999994,1421.0478872427977,48833.771231308274,8283.632714768912,0,57117.40394607719
2025-02-17,True,1200.0,1200.0,Optimal,False,0.00017954764289396672,51271.319606050325,1980.2666666666667,0.018865600010030903,79974.40187057613,20429.540679012345,16547.927950000005,634.9485666666629,5543.874541563785,49291.05293938366,2566.084098416642,0,51857.137037800305
2025-02-18,True,1200.0,1200.0,Optimal,False,0.0,48635.392829381584,1980.2666666666667,0.03288930001144763,76064.16567818931,21893.54934547325,17733.774969833335,1630.1910468333297,1443.1945660493868,46655.12616271492,7620.219628262979,0,54275.3457909779
2025-02-19,True,1200.0,1200.0,Optimal,False,0.0,48963.382303332764,1980.2666666666667,0.029819799994584173,76554.60164433334,23155.76377304527,18756.16865616667,2196.9384161666662,1472.6175602880603,46983.1156366661,9019.458554143746,0,56002.57419080985
2025-02-20,True,1200.0,1200.0,Optimal,False,0.0,49375.79381467952,1980.2666666666667,0.03420979999646079,76782.4669285,22015.576194650203,17832.616717666664,771.3425490000005,2377.716267183129,47395.52714801285,3265.8868263671707,0,50661.41397438002
2025-02-21,True,1200.0,1200.0,Optimal,False,0.0,19745.967702258335,1980.2666666666667,0.05712139999377541,34486.86920843621,17350.434864609055,14053.852240333337,886.1982763333301,6516.222827160494,17765.701035591665,3624.6343600029822,0,21390.335395594648
2025-02-22,True,1200.0,1200.0,Optimal,False,0.0,19708.781421745,1980.2666666666667,0.04617629999120254,34382.45951111111,16233.091471810694,13148.804092166663,1818.2847411666698,5271.693989300417,17728.514755078333,8667.098211363937,0,26395.61296644227
2025-02-23,True,1200.0,1200.0,Optimal,False,0.00030777860263059856,49958.64403365167,1980.2666666666667,0.025020200002472848,77862.83956666666,22179.54358024691,17965.4303,701.5811833333329,2818.453786419751,47978.377366985,2271.6119355166616,0,50249.98930250166
2025-02-24,True,1200.0,1200.0,Optimal,False,0.0,48178.22445432778,1980.2666666666667,0.041021699988050386,75703.44146111111,21582.26393004115,17481.633783333335,726.8155833333319,4126.593281069957,46197.95778766111,2969.4397324916604,0,49167.397520152765
2025-02-25,True,1200.0,1200.0,Optimal,False,0.0,46666.452454547834,1980.2666666666667,0.04485799999383744,73143.76913148147,21411.169230658437,17343.047076833333,803.1218064999991,4057.445550823036,44686.18578788117,2884.226957753576,0,47570.41274563475
2025-02-26,True,1200.0,1257.180444444444,Optimal,False,0.0,45259.489694437834,1980.2666666666667,0.042879100001300685,70745.66263106996,20028.19406440329,16171.374792166667,2743.6521245000026,817.6474500000015,43279.22302777117,14361.332286842682,0,57640.555314613855
2025-02-27,True,1257.180444444444,1200.0,Optimal,False,0.0,46536.24554376603,1980.2666666666667,0.04125280000152998,73022.90970102881,21940.539094650205,17823.299066666666,1907.202533333333,3856.288006378599,44555.97887709936,9319.579384924995,0,53875.55826202436
2025-02-28,True,1200.0,1200.0,Optimal,False,0.0,19080.620472673334,1980.2666666666667,0.0704181999899447,33515.81414218107,16009.020816255146,12967.306861166673,1545.860538833326,8727.367175925925,17100.353806006668,7527.782170535705,0,24628.135976542373
2025-03-01,True,1200.0,1200.0,Optimal,False,0.0,19147.246662023786,1980.2666666666667,0.06252529998891987,33470.78647860082,16498.768106995885,13364.002166666665,418.7863166666677,7096.040921604939,17166.97999535712,1703.0488824416632,0,18870.028877798784
